Prefix,size,RAM,ECPU,PCPU,seconds
evostar-mac-gen-bool, 512, 0.04, 0.00, 0.30, 0.12028337
evostar-mac-gen-bool, 512, 0.04, 0.00, 0.30, 0.11832750
evostar-mac-gen-bool, 512, 0.04, 0.00, 0.30, 0.12118667
evostar-mac-gen-bool, 512, 0.04, 0.00, 0.30, 0.12041650
evostar-mac-gen-bool, 512, 0.04, 0.00, 0.30, 0.12170533
evostar-mac-gen-bool, 512, 0.04, 0.01, 0.31, 0.12298650
evostar-mac-gen-bool, 512, 0.04, 0.04, 0.30, 0.11994454
evostar-mac-gen-bool, 512, 0.04, 0.00, 0.29, 0.11942004
evostar-mac-gen-bool, 512, 0.04, 0.01, 0.32, 0.12125258
evostar-mac-gen-bool, 512, 0.04, 0.00, 0.28, 0.11997133
evostar-mac-gen-bool, 512, 0.04, 0.00, 0.30, 0.11901825
evostar-mac-gen-bool, 512, 0.04, 0.01, 0.29, 0.12249400
evostar-mac-gen-bool, 512, 0.04, 0.00, 0.30, 0.12025062
evostar-mac-gen-bool, 512, 0.04, 0.00, 0.30, 0.12007675
evostar-mac-gen-bool, 512, 0.04, 0.00, 0.30, 0.12177162
evostar-mac-gen-bool, 1024, 0.04, 0.00, 0.32, 0.14500821
evostar-mac-gen-bool, 1024, 0.04, 0.00, 0.32, 0.14563267
evostar-mac-gen-bool, 1024, 0.04, 0.01, 0.32, 0.14833988
evostar-mac-gen-bool, 1024, 0.04, 0.00, 0.32, 0.14518946
evostar-mac-gen-bool, 1024, 0.04, 0.00, 0.32, 0.14504683
evostar-mac-gen-bool, 1024, 0.04, 0.00, 0.32, 0.14468242
evostar-mac-gen-bool, 1024, 0.04, 0.00, 0.32, 0.14571838
evostar-mac-gen-bool, 1024, 0.04, 0.00, 0.32, 0.14673696
evostar-mac-gen-bool, 1024, 0.04, 0.00, 0.32, 0.14539408
evostar-mac-gen-bool, 1024, 0.04, 0.01, 0.36, 0.14383442
evostar-mac-gen-bool, 1024, 0.04, 0.00, 0.33, 0.14474692
evostar-mac-gen-bool, 1024, 0.04, 0.00, 0.32, 0.14577496
evostar-mac-gen-bool, 1024, 0.04, 0.01, 0.35, 0.14707721
evostar-mac-gen-bool, 1024, 0.04, 0.00, 0.32, 0.14574054
evostar-mac-gen-bool, 1024, 0.04, 0.00, 0.33, 0.14473388
evostar-mac-gen-bool, 2048, 0.05, 0.02, 0.52, 0.19373262
evostar-mac-gen-bool, 2048, 0.04, 0.00, 0.48, 0.19576763
evostar-mac-gen-bool, 2048, 0.04, 0.00, 0.49, 0.19448021
evostar-mac-gen-bool, 2048, 0.05, 0.01, 0.52, 0.19444442
evostar-mac-gen-bool, 2048, 0.04, 0.00, 0.48, 0.19419346
evostar-mac-gen-bool, 2048, 0.04, 0.00, 0.49, 0.19154379
evostar-mac-gen-bool, 2048, 0.04, 0.00, 0.48, 0.19646475
evostar-mac-gen-bool, 2048, 0.04, 0.00, 0.50, 0.19366408
evostar-mac-gen-bool, 2048, 0.04, 0.00, 0.49, 0.19921196
evostar-mac-gen-bool, 2048, 0.04, 0.00, 0.49, 0.19116821
evostar-mac-gen-bool, 2048, 0.04, 0.00, 0.49, 0.19387000
evostar-mac-gen-bool, 2048, 0.04, 0.01, 0.52, 0.19508604
evostar-mac-gen-bool, 2048, 0.04, 0.00, 0.49, 0.19308933
evostar-mac-gen-bool, 2048, 0.04, 0.00, 0.49, 0.19152508
evostar-mac-gen-bool, 2048, 0.04, 0.00, 0.49, 0.19468571
